###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58797.540819  13.616  0.004 12991   52 o  0 852.68 123.84754 -38.98983  9158.11  9668.14 2.40 2.13 -64.2 -0.425 18.58 19.07 02a58797o0757o
58799.579149  13.594  0.003 13253   46 o  0 836.32 123.84754 -38.98983  9452.35  9346.98 3.08 2.29 -89.7 -0.361 18.23 18.72 01a58799o0820o
58799.582396  13.616  0.004 12985   48 o  0 881.44 123.84754 -38.98983  9432.18  9308.09 3.00 2.22 -89.9 -0.361 18.36 18.73 01a58799o0827o
58799.588456  13.716  0.004 11849   46 o  0 1224.28 123.84754 -38.98983  9494.95  9385.17 2.94 2.04 -87.3 -0.367 18.38 18.75 01a58799o0839o
58799.598317  13.593  0.004 13273   48 o  0 747.66 123.84754 -38.98983  9516.44  9268.10 3.12 2.21  86.6 -0.362 18.29 18.77 01a58799o0859o
58801.510435  13.603  0.004 13142   55 o  0 827.00 123.84754 -38.98983  9214.06  9590.51 2.22 1.97  45.9 -0.466 18.35 18.79 02a58801o0707o
58801.513362  13.635  0.004 12768   52 o  0 1007.44 123.84754 -38.98983  9232.37  9633.11 2.20 2.03  53.7 -0.454 18.38 18.82 02a58801o0713o
58801.519707  13.728  0.004 11720   49 o  0 1676.52 123.84754 -38.98983  9178.81  9551.72 2.18 2.02  52.8 -0.458 18.43 18.86 02a58801o0726o
58801.530015  13.637  0.004 12741   51 o  0 1217.54 123.84754 -38.98983  9157.89  9669.41 2.15 2.02  61.5 -0.455 18.53 18.97 02a58801o0747o
58803.559668  13.751  0.003 11475   37 o  0 5789.00 123.84754 -38.98983  5777.96  5512.76 2.15 1.89 -86.1 -0.372 18.97 19.39 01a58803o0366o
58803.562896  13.845  0.003 10516   36 o  0 6123.12 123.84754 -38.98983  5762.01  5476.37 2.27 1.90 -88.3 -0.375 18.92 19.40 01a58803o0373o
58803.576710  13.788  0.003 11090   36 o  0 7353.79 123.84754 -38.98983  5817.97  5553.10 2.24 1.99  86.9 -0.382 18.88 19.42 01a58803o0402o
58803.587326  13.750  0.003 11481   38 o  0 4232.17 123.84754 -38.98983  5837.73  5437.67 2.32 1.97  88.4 -0.378 18.88 19.46 01a58803o0424o
58807.536590  13.972  0.004  9357   33 o  0 10352.71 123.84754 -38.98983  5779.67  5516.40 2.35 1.90  88.5 -0.379 19.14 20.06 01a58807o0401o
58807.540288  13.798  0.003 10990   36 o  0 6903.06 123.84754 -38.98983  5760.20  5479.06 2.23 1.92 -89.4 -0.381 19.21 20.09 01a58807o0409o
58807.547631  13.692  0.003 12113   36 o  0 6866.70 123.84754 -38.98983  5816.34  5554.57 2.52 2.16  89.6 -0.374 19.11 20.09 01a58807o0424o
58807.558715  13.819  0.003 10778   34 o  0 11754.04 123.84754 -38.98983  5839.58  5440.62 2.30 1.93  88.7 -0.377 19.19 20.13 01a58807o0448o
58811.603032  13.662  0.003 12449   37 o  0 6279.84 123.84754 -38.98983  1594.77  9486.53 2.69 2.20 -81.8 -0.405 19.41 20.70 01a58811o0593o
58811.606351  13.587  0.003 13336   38 o  0 3508.61 123.84754 -38.98983  1613.92  9523.76 2.93 2.42 -86.3 -0.383 19.37 20.69 01a58811o0600o
58811.611980  13.674  0.003 12317   37 o  0 4367.20 123.84754 -38.98983  1557.74  9447.22 2.78 2.25 -85.3 -0.395 19.40 20.70 01a58811o0612o
58811.630039  13.620  0.006 12943   80 o  0 459.66 123.84754 -38.98983  1535.95  9565.05 2.55 2.07 -81.5 -0.407 18.34 19.34 01a58811o0650o
58813.604178  13.820  0.003 10763   34 c  0 2725.76 123.84754 -38.98983  5360.52  9096.75 2.83 2.44  42.5 -0.388 19.48 21.32 02a58813o0450c
58813.607390  13.868  0.003 10302   34 c  0 3665.42 123.84754 -38.98983  5340.96  9059.30 2.69 2.38  41.6 -0.396 19.52 21.31 02a58813o0457c
58813.613430  13.850  0.003 10470   33 c  0 3387.63 123.84754 -38.98983  5401.32  9136.00 2.69 2.41  43.2 -0.391 19.54 21.30 02a58813o0470c
58813.623995  13.854  0.003 10436   34 c  0 3085.89 123.84754 -38.98983  5423.19  9021.44 2.77 2.43  44.9 -0.392 19.46 21.23 02a58813o0493c
58815.516849  13.581  0.003 13413   39 o  0 1891.99 123.84754 -38.98983  9031.36  1099.65 3.14 2.74 -84.0 -0.355 19.26 20.96 01a58815o0732o
58815.520548  13.582  0.003 13397   39 o  0 2056.51 123.84754 -38.98983  9012.01  1061.37 3.18 2.81 -75.0 -0.362 19.27 20.96 01a58815o0740o
58815.526074  13.546  0.003 13849   40 o  0 1147.48 123.84754 -38.98983  9068.38  1138.40 3.53 3.02 -78.4 -0.335 19.19 20.94 01a58815o0752o
58815.535903  13.612  0.003 13038   39 o  0 1482.39 123.84754 -38.98983  9087.46  1019.86 3.30 2.85 -73.7 -0.344 19.24 21.00 01a58815o0773o
58817.611301  13.830  0.004 10669   42 c  0 1068.44 123.84754 -38.98983  5359.60  9092.57 2.88 2.52  41.8 -0.382 19.16 21.02 02a58817o0624c
58817.615051  13.677  0.013 12285  163 c  0  23.54 123.84754 -38.98983  5339.78  9055.64 2.89 2.49  41.1 -0.370 16.91 18.62 02a58817o0632c
58817.620595  13.751  0.039 11471  449 c  0   2.91 123.84754 -38.98983  5400.41  9133.58 2.91 2.53  41.3 -0.374 15.96 17.61 02a58817o0644c
58817.632626  13.821  0.007 10758   74 c  0 289.79 123.84754 -38.98983  5422.08  9020.56 2.91 2.55  40.2 -0.370 17.75 19.54 02a58817o0670c
58819.509736  -2.738  0.165 45194104639 7440492837 o  0   1.40 123.84754 -38.98983  5197.53  7160.35 2.45 2.13  85.4 -0.407 -2.67 -1.13 01a58819o0659o
58819.513417 -14.087  3.135 -8416 26387 o  0   0.59 123.84754 -38.98983  5177.63  7122.35 2.43 2.24  82.1 -0.424 11.38 13.08 01a58819o0667o
58821.542930  13.838  0.003 10591   34 o  0 14669.87 123.84754 -38.98983  2506.84  7301.21 2.03 1.93  16.4 -0.423 19.54 20.89 02a58821o0724o
58821.546153  13.823  0.003 10736   35 o  0 14346.87 123.84754 -38.98983  2523.23  7340.86 1.97 1.91  13.5 -0.434 19.57 20.91 02a58821o0731o
58821.551659  13.762  0.003 11354   35 o  0 15027.96 123.84754 -38.98983  2465.26  7261.64 2.05 1.88  24.0 -0.425 19.57 20.92 02a58821o0743o
58821.563546  13.862  0.003 10357   32 o  0 29555.90 123.84754 -38.98983  2442.98  7379.92 1.98 1.86 -55.3 -0.440 19.58 20.92 02a58821o0768o
58825.512177  13.768  0.003 11293   38 o  0 5735.21 123.84754 -38.98983  2517.07  7301.25 2.09 2.03  22.8 -0.412 18.97 19.80 02a58825o0704o
58825.515378  13.711  0.003 11897   40 o  0 4458.56 123.84754 -38.98983  2533.29  7339.10 2.18 1.99  25.2 -0.408 18.96 19.80 02a58825o0711o
58825.521356  13.724  0.003 11763   37 o  0 7370.27 123.84754 -38.98983  2475.84  7261.57 2.12 1.96  26.4 -0.417 19.05 19.84 02a58825o0724o
58825.532013  13.661  0.003 12460   40 o  0 5421.16 123.84754 -38.98983  2452.80  7379.77 2.23 1.96  29.1 -0.411 19.01 19.90 02a58825o0747o
58827.487087  13.575  0.003 13484   44 o  0 1179.41 123.84754 -38.98983  5142.09   865.94 2.71 2.57 -75.8 -0.371 18.60 19.17 01a58827o0665o
58827.490780  13.599  0.003 13199   43 o  0 1447.01 123.84754 -38.98983  5123.43   827.39 2.50 2.43 -50.2 -0.387 18.64 19.19 01a58827o0673o
58827.497189  13.540  0.003 13928   47 o  0 692.91 123.84754 -38.98983  5178.87   905.36 2.81 2.71 -89.8 -0.401 18.52 19.20 01a58827o0686o
58827.510991  13.649  0.003 12605   42 o  0 2084.93 123.84754 -38.98983  5196.24   790.20 2.34 2.27 -44.3 -0.394 18.77 19.29 01a58827o0715o
58829.546081  13.527  0.004 14102   55 o  0 586.84 123.84754 -38.98983  3210.90  7220.99 2.66 1.93  35.7 -0.403 18.23 18.64 02a58829o0785o
58829.549978  13.557  0.004 13717   52 o  0 749.15 123.84754 -38.98983  7373.24  3378.77 2.44 2.01  37.4 -0.426 18.13 18.64 02a58829o0793o
58829.555474  13.563  0.004 13637   50 o  0 1378.79 123.84754 -38.98983  7314.08  3301.06 2.44 1.96  31.8 -0.428 18.25 18.65 02a58829o0805o
58829.569320  13.518  0.004 14222   61 o  0 493.52 123.84754 -38.98983  3274.72  7150.01 2.56 1.89  36.6 -0.403 18.16 18.66 02a58829o0834o
58831.487456  13.467  0.006 14904   96 o  0  43.41 123.84754 -38.98983  5136.07   863.56 3.32 2.95  84.4 -0.362 17.23 17.51 01a58831o0661o
58831.491140  13.461  0.006 14984   85 o  0  48.80 123.84754 -38.98983  5118.38   826.19 3.44 3.22  81.2 -0.345 17.40 17.96 01a58831o0669o
58831.497067  13.484  0.004 14666   52 o  0 192.82 123.84754 -38.98983  5171.22   902.35 3.62 3.25  83.7 -0.347 18.10 19.00 01a58831o0680o
58831.508139  13.432  0.015 15382  235 o  0  12.50 123.84754 -38.98983  5190.49   786.97 2.82 2.49  79.6 -0.391 16.97 17.32 01a58831o0704o
58833.486814  13.520  0.003 14196   47 o  0 1290.35 123.84754 -38.98983  7374.81  3337.58 2.48 2.33  37.1 -0.419 18.72 19.80 02a58833o0650o
58833.492205  13.663  0.003 12443   41 o  0 3281.65 123.84754 -38.98983  7388.16  3380.02 2.32 2.18 -60.2 -0.408 18.77 19.83 02a58833o0661o
58833.502197  13.496  0.003 14511   47 o  0 1187.28 123.84754 -38.98983  7333.77  3298.71 2.58 2.47 -67.6 -0.407 18.64 19.87 02a58833o0682o
58833.509410  13.706  0.004 11960   42 o  0 3107.53 123.84754 -38.98983  7305.57  3416.65 2.23 2.17  89.4 -0.412 18.78 19.88 02a58833o0697o
58837.504640  13.736  0.003 11626   39 o  0 9709.52 123.84754 -38.98983   918.08  5289.35 2.00 1.85 -47.4 -0.441 19.02 20.06 02a58837o0689o
58837.507870  13.666  0.004 12406   44 o  0 4723.91 123.84754 -38.98983   936.18  5328.92 2.04 1.98 -39.7 -0.436 19.01 20.05 02a58837o0696o
58837.517871  13.635  0.004 12764   53 o  0 2559.28 123.84754 -38.98983   878.37  5252.07 2.17 1.98 -53.3 -0.426 18.59 19.56 02a58837o0717o
58837.528655  13.647  0.003 12618   41 o  0 4359.45 123.84754 -38.98983  9656.69  5175.20 2.26 2.09 -71.5 -0.437 19.24 20.37 02a58837o0740o
58839.481516  -2.974 57.000 -234678343 13376665550 o  0   1.02 123.84754 -38.98983  1266.55  7303.13 3.83 3.69 -75.7 -0.346 -3.13 -1.08 01a58839o0615o
58839.484746  13.382  0.110 16109 1766 o  0   1.15 123.84754 -38.98983  1247.63  7264.99 3.26 3.22 -77.3 -0.381 15.19 16.95 01a58839o0622o
58839.491219  13.469  0.035 14878  524 o  0   1.94 123.84754 -38.98983  1306.24  7344.61 3.64 3.46 -81.2 -0.331 15.48 17.19 01a58839o0636o
58839.502827  13.502  0.160 14431 2302 o  0   0.87 123.84754 -38.98983  1328.51  7229.93 3.44 3.12  89.5 -0.348 13.43 15.19 01a58839o0661o
58845.474596  13.890  0.003 10094   32 c  0 5058.57 123.84754 -38.98983  8842.93  5390.66 2.60 2.41  48.5 -0.389 19.66 21.58 02a58845o0612c
58845.477798  13.870  0.003 10276   33 c  0 6142.78 123.84754 -38.98983  8861.58  5429.38 2.53 2.34  44.4 -0.391 19.69 21.59 02a58845o0619c
58845.485241  13.874  0.003 10238   32 c  0 5512.80 123.84754 -38.98983  8802.22  5351.90 2.69 2.35  37.5 -0.379 19.66 21.60 02a58845o0634c
58845.499806  13.916  0.003  9853   32 c  0 8846.24 123.84754 -38.98983  1730.57  5075.32 2.40 2.36  62.8 -0.420 19.62 21.58 02a58845o0665c
58851.467160  13.715  0.003 11856   37 o  0 4749.97 123.84754 -38.98983  2348.17  3549.17 2.68 2.19  80.7 -0.412 19.44 21.07 01a58851o0459o
58851.470386  13.945  0.003  9595   33 o  0 12743.27 123.84754 -38.98983  2329.61  3510.84 2.35 1.82  79.8 -0.420 19.55 21.10 01a58851o0466o
58851.481255  13.803  0.003 10932   34 o  0 9328.16 123.84754 -38.98983  8240.31  6959.46 2.62 1.93 -83.7 -0.417 19.50 21.08 01a58851o0488o
58851.486788  13.613  0.003 13025   38 o  0 3402.58 123.84754 -38.98983  8222.20  7073.61 3.08 2.24 -83.2 -0.398 19.37 21.05 01a58851o0500o
58855.562056  13.546  0.003 13852   42 o  0 922.90 123.84754 -38.98983  8270.57  6985.99 3.38 2.85 -79.3 -0.359 18.61 19.65 01a58855o0493o
58855.564897  13.512  0.003 14298   48 o  0 166.70 123.84754 -38.98983  8289.69  7024.50 4.38 3.80 -79.9 -0.294 18.35 19.64 01a58855o0499o
58855.570444  13.502  0.003 14433   47 o  0 209.44 123.84754 -38.98983  8231.91  6946.00 4.29 3.53 -77.8 -0.328 18.41 19.70 01a58855o0510o
58855.581510  13.518  0.003 14220   44 o  0 640.13 123.84754 -38.98983  8214.18  7063.20 3.60 2.89 -77.7 -0.361 18.74 19.93 01a58855o0533o
58867.439792  13.671  0.003 12344   36 o  0 3901.43 123.84754 -38.98983  3677.23  5123.14 3.19 2.45  82.7 -0.364 19.17 20.71 01a58867o0506o
58867.443696  13.652  0.003 12570   38 o  0 4029.75 123.84754 -38.98983  6938.45  5470.55 2.71 2.28 -89.8 -0.388 19.26 20.73 01a58867o0514o
58867.449927  13.716  0.003 11851   37 o  0 4648.66 123.84754 -38.98983  3716.67  5162.66 2.74 2.26  82.7 -0.401 19.29 20.71 01a58867o0527o
58867.463515  13.704  0.003 11981   36 o  0 5970.97 123.84754 -38.98983  6863.81  5506.69 2.64 2.27  88.3 -0.394 19.30 20.70 01a58867o0554o
58871.428557  13.714  0.003 11873   36 o  0 6601.36 123.84754 -38.98983  3677.51  5122.64 2.69 2.25  82.7 -0.403 19.32 20.87 01a58871o0438o
58871.433917  13.693  0.003 12098   36 o  0 6042.49 123.84754 -38.98983  6942.80  5470.79 2.59 2.23  87.6 -0.403 19.38 20.86 01a58871o0449o
58871.437163  13.637  0.003 12746   38 o  0 3470.88 123.84754 -38.98983  6885.25  5391.66 3.06 2.50 -88.5 -0.409 19.23 20.83 01a58871o0456o
58871.448823  13.623  0.003 12906   38 o  0 4265.24 123.84754 -38.98983  6866.45  5505.59 2.76 2.49  81.0 -0.424 19.28 20.80 01a58871o0480o
58875.388532  13.741  0.003 11576   37 o  0 4154.79 123.84754 -38.98983  7383.28  8986.31 2.88 2.30 -85.1 -0.361 19.01 20.31 01a58875o0338o
58875.391757  13.706  0.003 11958   37 o  0 3986.39 123.84754 -38.98983  7364.08  8948.74 2.92 2.33 -83.4 -0.357 19.05 20.31 01a58875o0345o
58875.407072  13.718  0.003 11826   37 o  0 3984.80 123.84754 -38.98983  7425.70  9025.00 2.73 2.23 -82.7 -0.362 19.07 20.36 01a58875o0377o
58875.418143  13.725  0.003 11746   36 o  0 4968.28 123.84754 -38.98983  7442.70  8908.23 2.82 2.16 -85.4 -0.372 19.12 20.37 01a58875o0400o
58877.337132  14.050  0.004  8711   32 c  0 4058.20 123.84754 -38.98983 10295.47  7478.20 2.81 2.75  83.5 -0.399 19.38 21.37 02a58877o0284c
58877.342566  13.723  0.003 11767   37 c  0 1175.09 123.84754 -38.98983 10308.30  7521.30 3.02 2.85 -72.5 -0.368 19.46 21.40 02a58877o0295c
58877.345810  13.876  0.003 10224   33 c  0 3195.72 123.84754 -38.98983 10253.94  7439.01 2.93 2.84  55.5 -0.380 19.47 21.41 02a58877o0302c
58877.359135  13.844  0.003 10530   35 c  0 1963.91 123.84754 -38.98983 10232.24  7557.90 3.04 2.89 -77.6 -0.360 19.47 21.45 02a58877o0330c
58879.338994  13.646  0.005 12641   59 o  0 728.60 123.84754 -38.98983  7371.06  8978.07 2.49 2.13  89.9 -0.374 18.38 19.33 01a58879o0274o
58879.344106  13.684  0.004 12206   45 o  0 2646.57 123.84754 -38.98983  7352.84  8939.66 2.41 2.15 -86.3 -0.377 18.84 19.96 01a58879o0284o
58879.350542  13.713  0.004 11882   44 o  0 2296.93 123.84754 -38.98983  7414.65  9017.95 2.72 2.19 -84.2 -0.367 18.77 19.85 01a58879o0297o
58879.360340  13.639  0.004 12722   47 o  0 2224.03 123.84754 -38.98983  7436.60  8902.08 2.47 2.23 -81.7 -0.362 18.70 19.80 01a58879o0317o
58881.332356  13.523  0.005 14147   74 o  0 320.55 123.84754 -38.98983 10290.47  7485.96 3.11 2.33 -62.0 -0.392 18.06 18.79 02a58881o0211o
58881.336875  13.525  0.003 14120   45 o  0 1361.35 123.84754 -38.98983 10309.65  7526.98 3.28 2.41 -64.5 -0.372 18.99 19.96 02a58881o0220o
58881.343190  13.522  0.003 14165   44 o  0 1583.12 123.84754 -38.98983 10253.57  7445.07 3.27 2.35 -65.8 -0.386 18.99 20.04 02a58881o0233o
58881.344131  13.663  0.003 12434   41 o  0 3313.77 123.84754 -38.98983   579.09  7443.31 2.97 2.11 -61.6 -0.392 18.98 19.98 02a58881o0235o
58881.349631  13.521  0.006 14179   79 o  0 265.55 123.84754 -38.98983   595.53  7481.13 3.03 2.29 -61.4 -0.393 17.98 18.82 02a58881o0246o
58883.375908  13.635  0.003 12761   41 o  0 2173.55 123.84754 -38.98983  7715.07  5389.98 2.59 2.25 -85.7 -0.396 18.93 19.80 01a58883o0365o
58883.384103  13.664  0.003 12425   41 o  0 2316.70 123.84754 -38.98983  7695.79  5351.94 2.65 2.13 -87.3 -0.405 18.95 19.80 01a58883o0381o
58883.392791  13.646  0.003 12637   40 o  0 2405.10 123.84754 -38.98983  7754.16  5429.22 2.76 2.20 -87.7 -0.399 18.92 19.82 01a58883o0398o
58883.396050  13.660  0.003 12474   41 o  0 2601.86 123.84754 -38.98983  7773.84  5313.49 2.76 2.22 -86.0 -0.398 18.90 19.82 01a58883o0405o
58887.372532  13.500  0.004 14455   55 o  0 196.57 123.84754 -38.98983  7715.73  5391.27 3.53 2.78  88.4 -0.353 18.05 18.64 01a58887o0353o
58887.377672  13.536  0.004 13989   50 o  0 414.24 123.84754 -38.98983  7695.11  5352.91 3.33 2.54  88.2 -0.370 18.11 18.66 01a58887o0363o
58887.387447  13.535  0.004 13996   54 o  0 319.84 123.84754 -38.98983  7754.75  5430.29 3.43 2.52  89.6 -0.386 18.08 18.67 01a58887o0383o
58887.390699  13.550  0.004 13802   53 o  0 357.06 123.84754 -38.98983  7773.52  5314.02 3.35 2.38 -90.0 -0.390 18.12 18.67 01a58887o0390o
58891.445524  13.645  0.004 12643   49 o  0 963.38 123.84754 -38.98983  9274.47  9542.64 2.80 2.21 -84.2 -0.366 18.48 19.09 01a58891o0158o
58891.448362  13.661  0.004 12467   47 o  0 1118.70 123.84754 -38.98983  9294.46  9583.13 2.93 2.19 -81.3 -0.357 18.51 19.08 01a58891o0164o
58891.454415  13.631  0.004 12812   46 o  0 1426.70 123.84754 -38.98983  9236.91  9503.69 2.66 2.08 -82.7 -0.374 18.54 19.04 01a58891o0177o
58891.465157  13.733  0.004 11666   46 o  0 1780.41 123.84754 -38.98983  9214.49  9620.07 2.54 2.03 -87.2 -0.372 18.49 19.01 01a58891o0199o
58895.444349  13.680  0.003 12244   38 o  0 3501.62 123.84754 -38.98983  9270.98  9543.68 3.00 2.46 -76.5 -0.385 19.26 20.80 01a58895o0158o
58895.447583  13.624  0.003 12897   40 o  0 1634.60 123.84754 -38.98983  9290.47  9583.89 3.28 2.73 -76.1 -0.357 19.16 20.78 01a58895o0165o
58895.457752  13.609  0.003 13068   40 o  0 742.75 123.84754 -38.98983  9231.77  9504.74 4.15 3.08 -72.2 -0.284 18.97 20.74 01a58895o0185o
58895.464716  13.583  0.003 13386   41 o  0 1506.00 123.84754 -38.98983  9214.24  9622.29 3.09 2.72 -79.4 -0.362 19.13 20.69 01a58895o0199o
58903.369167  13.628  0.003 12851   39 o  0 1320.15 123.84754 -38.98983  7373.43  9612.60 3.63 3.14 -75.2 -0.314 19.11 20.70 01a58903o0343o
58903.372416  13.566  0.003 13599   39 o  0 1241.37 123.84754 -38.98983  7393.85  9650.97 3.36 3.05 -84.0 -0.302 19.09 20.71 01a58903o0350o
58903.388966  13.520  0.003 14188   42 o  0  59.17 123.84754 -38.98983  7336.25  9571.63 5.54 5.07 -83.7 -0.213 18.63 20.64 01a58903o0384o
58903.394486  13.506  0.003 14378   42 o  0 333.51 123.84754 -38.98983  7319.09  9687.49 4.24 3.79 -80.2 -0.326 18.81 20.68 01a58903o0396o
58905.345467  13.798  0.004 10983   42 c  0 1003.52 123.84754 -38.98983  9438.80  9378.96 3.28 2.90 -59.4 -0.363 19.11 21.44 02a58905o0252c
58905.355696  13.803  0.004 10936   46 c  0 870.35 123.84754 -38.98983  9458.43  9267.05 3.54 2.85 -56.6 -0.365 18.94 21.43 02a58905o0269c
58907.251606  13.784  0.003 11126   36 o  0 8459.07 123.84754 -38.98983  5375.56  9082.78 2.22 2.03 -88.4 -0.402 19.17 20.41 01a58907o0087o
58907.254829  13.726  0.003 11740   37 o  0 9371.23 123.84754 -38.98983  5358.63  9044.79 2.25 2.01 -87.5 -0.409 19.25 20.41 01a58907o0094o
58907.264264  13.739  0.003 11596   37 o  0 7748.71 123.84754 -38.98983  5418.86  9122.12 2.50 2.06 -81.5 -0.415 19.21 20.43 01a58907o0113o
58907.280865  13.873  0.003 10253   36 o  0 9315.15 123.84754 -38.98983  5438.34  9005.17 2.28 1.83 -85.4 -0.416 19.32 20.48 01a58907o0147o
58913.351805  13.632  0.003 12794   44 o  0 2770.69 123.84754 -38.98983  5735.00  5511.43 2.22 1.96  42.7 -0.456 18.82 19.34 02a58913o0219o
58913.355019  13.653  0.003 12554   43 o  0 4235.42 123.84754 -38.98983  5716.30  5471.99 2.20 1.90  44.1 -0.459 18.86 19.33 02a58913o0226o
58913.361009  13.601  0.003 13172   45 o  0 3082.26 123.84754 -38.98983  5774.91  5548.81 2.16 1.89  43.7 -0.471 18.83 19.32 02a58913o0239o
58913.370656  13.610  0.003 13065   44 o  0 3281.46 123.84754 -38.98983  5795.89  5438.10 2.26 1.95  44.2 -0.443 18.84 19.32 02a58913o0260o
58915.381406  13.455  0.021 15062  309 o  0   6.87 123.84754 -38.98983  2538.61  7362.70 2.61 2.55 -42.6 -0.407 16.04 15.90 01a58915o0351o
58915.391327  13.518  0.073 14210 1031 o  0   1.26 123.84754 -38.98983  2480.01  7285.12 3.37 3.31  79.1 -0.371 15.25 15.47 01a58915o0371o
58915.394163  13.421  0.022 15549  348 o  0   4.89 123.84754 -38.98983  2461.45  7403.01 2.59 2.48 -47.5 -0.399 15.52 15.37 01a58915o0377o
58917.255136  13.589  0.005 13318   72 o  0 418.58 123.84754 -38.98983  1541.04  9452.49 2.47 1.83 -58.0 -0.532 18.10 18.23 02a58917o0085o
58917.260358  13.542  0.005 13905   64 o  0 535.84 123.84754 -38.98983  1555.74  9492.65 2.83 1.77 -57.7 -0.494 18.19 18.25 02a58917o0095o
58917.276237  13.679  0.004 12253   53 o  0 1209.54 123.84754 -38.98983  1499.94  9416.36 2.46 1.77 -57.2 -0.518 18.16 18.29 02a58917o0127o
58917.283308  13.588  0.004 13330   58 o  0 761.71 123.84754 -38.98983  1481.05  9532.79 2.81 1.77 -58.1 -0.492 18.19 18.29 02a58917o0141o
58919.383242  13.663  0.004 12445   47 o  0 1309.10 123.84754 -38.98983  2522.36  7325.53 2.21 2.13 -82.3 -0.415 18.57 18.87 01a58919o0354o
58919.388738  13.637  0.004 12745   48 o  0 1119.93 123.84754 -38.98983  2541.18  7363.27 2.20 2.17 -60.6 -0.383 18.54 18.85 01a58919o0365o
58919.392516  13.594  0.004 13254   47 o  0 803.99 123.84754 -38.98983  2483.08  7286.92 2.46 2.42   7.3 -0.374 18.41 18.83 01a58919o0373o
58919.403498  13.587  0.003 13338   46 o  0 862.50 123.84754 -38.98983  2463.98  7403.18 2.50 2.30  -1.5 -0.343 18.37 18.79 01a58919o0395o
58939.328449  13.637  0.100 12743 1280 o  0   2.43 123.84754 -38.98983  8947.46  5431.13 2.45 2.01  89.3 -0.423 14.33 14.61 01a58939o0153o
58939.332594  13.546  0.037 13856  516 o  0   4.92 123.84754 -38.98983  8966.35  5487.26 2.40 2.27  76.3 -0.392 15.66 16.14 01a58939o0162o
58939.339269  13.574  0.010 13498  129 o  0  63.46 123.84754 -38.98983  8902.46  5433.61 2.57 2.46  66.9 -0.374 17.13 17.78 01a58939o0175o
58939.350741  13.601  0.009 13164  123 o  0 120.48 123.84754 -38.98983  8878.57  5593.73 2.19 2.13  54.7 -0.383 17.37 17.88 01a58939o0198o
58941.293444  13.679  0.003 12256   43 o  0 4377.99 123.84754 -38.98983  1208.86  7276.94 2.08 2.00 -77.7 -0.456 18.98 19.60 02a58941o0138o
58941.296372  13.718  0.004 11826   44 o  0 3358.48 123.84754 -38.98983  1190.02  7238.08 2.04 1.98  85.4 -0.459 18.97 19.60 02a58941o0144o
58941.302048  13.694  0.004 12085   46 o  0 2804.91 123.84754 -38.98983  1249.63  7317.46 2.04 1.94  86.4 -0.460 18.94 19.57 02a58941o0156o
58941.315098  13.750  0.004 11485   43 o  0 3909.67 123.84754 -38.98983  1272.07  7203.04 2.06 1.99  80.7 -0.452 18.91 19.51 02a58941o0184o
58947.287408  13.462  0.021 14970  308 o  0   6.22 123.84754 -38.98983  9193.40  1326.57 2.99 2.32   0.9 -0.356 16.10 16.13 01a58947o0065o
58947.308901  -8.245  0.007 7208593187449 50770590072 o  0 106.02 123.84754 -38.98983  9112.47  1368.31 2.68 2.34  -0.6 -0.342 -5.51 -4.69 01a58947o0107o
58951.290713  13.836  0.003 10608   37 o  0 10742.00 123.84754 -38.98983  9172.96  1290.07 2.06 1.97   9.4 -0.390 19.31 20.27 01a58951o0147o
58951.294988  13.681  0.003 12231   39 o  0 5450.94 123.84754 -38.98983  9193.12  1330.99 2.40 2.04   5.3 -0.357 19.25 20.30 01a58951o0156o
58951.299694  13.690  0.003 12128   39 o  0 4862.48 123.84754 -38.98983  9132.08  1251.61 2.44 2.00   3.3 -0.353 19.16 20.27 01a58951o0166o
58951.312404  13.755  0.003 11424   38 o  0 7953.04 123.84754 -38.98983  9110.98  1371.14 2.18 2.02   5.1 -0.375 19.19 20.26 01a58951o0193o
58955.296156  13.586  0.003 13354   41 o  0 2065.61 123.84754 -38.98983  6334.50  7076.65 2.71 2.53   4.2 -0.343 18.91 20.11 01a58955o0157o
58955.299950  13.593  0.003 13268   43 o  0 1527.52 123.84754 -38.98983  6352.52  7114.96 2.61 2.55  -2.9 -0.341 18.90 20.12 01a58955o0164o
58955.305219  13.510  0.003 14322   45 o  0 1125.40 123.84754 -38.98983  6294.85  7037.61 2.66 2.63 -75.3 -0.373 18.86 20.12 01a58955o0175o
58955.315071  13.602  0.003 13154   43 o  0 1233.50 123.84754 -38.98983  6275.96  7154.20 2.92 2.89 -29.5 -0.348 18.74 20.03 01a58955o0195o
58959.285846  13.563  0.003 13643   42 o  0 1723.65 123.84754 -38.98983  6332.46  7073.90 2.75 2.34   8.5 -0.329 19.01 20.16 01a58959o0135o
58959.289089  13.624  0.003 12895   38 o  0 4170.14 123.84754 -38.98983  6353.07  7114.02 2.70 2.24   4.2 -0.333 18.97 20.12 01a58959o0142o
58959.294821  13.718  0.003 11822   39 o  0 5243.18 123.84754 -38.98983  6293.27  7036.58 2.24 1.96   7.5 -0.378 19.07 20.09 01a58959o0153o
58959.304710  13.583  0.003 13391   42 o  0 1789.18 123.84754 -38.98983  6274.74  7153.90 2.64 2.30   3.1 -0.347 18.94 20.04 01a58959o0173o
