###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59547.554520  14.207  0.005  7537   40 o  0  13.63 123.84754 -38.98983  1448.57  9368.20 5.93 4.96 -48.2 -0.175 18.24 19.94 01a59547o0749o
59547.560072  14.202  0.005  7570   39 o  0  14.47 123.84754 -38.98983  1469.14  9251.97 6.18 5.14 -49.7 -0.183 18.24 19.96 01a59547o0761o
59551.519396   2.379  0.438 -32471165099 14206134731 o  0   1.19 123.84754 -38.98983  1387.58  9338.40 3.14 2.93 -57.1 -0.454 -3.26 -1.97 01a59551o0710o
59551.521698  13.920  0.037  9821  360 o  0   1.78 123.84754 -38.98983  1378.82  9295.61 3.20 2.88 -47.8 -0.448 16.79 18.10 01a59551o0715o
59551.534977  14.156  0.004  7897   35 o  0 390.44 123.84754 -38.98983  1445.73  9372.25 3.14 2.75 -48.1 -0.447 18.93 20.22 01a59551o0743o
59551.540507  14.193  0.007  7635   52 o  0 384.51 123.84754 -38.98983  1465.93  9255.66 2.91 2.58 -45.8 -0.473 17.69 18.92 01a59551o0755o
59559.500933  13.688  0.003 12154   39 o  0 330.63 123.84754 -38.98983  4187.43  3516.99 3.75 3.55  -0.2 -0.340 18.88 20.61 01a59559o0664o
59559.502776  13.690  0.003 12133   39 o  0 161.87 123.84754 -38.98983  4168.49  3478.78 4.44 4.09   0.5 -0.321 18.74 20.65 01a59559o0668o
59559.505539  13.709  0.003 11927   37 o  0 482.43 123.84754 -38.98983  4226.79  3555.06 3.76 3.69  -3.6 -0.352 18.90 20.70 01a59559o0674o
59563.517343  13.738  0.004 11607   45 o  0 340.85 123.84754 -38.98983  7154.82  7034.70 3.04 2.96 -82.7 -0.452 18.57 19.49 01a59563o0729o
59563.519189  13.724  0.004 11758   47 o  0 279.56 123.84754 -38.98983  7134.92  6995.85 2.99 2.95  71.2 -0.455 18.58 19.50 01a59563o0733o
59563.521958  13.723  0.004 11776   49 o  0 203.69 123.84754 -38.98983  7194.91  7070.39 3.19 2.90 -65.8 -0.456 18.55 19.49 01a59563o0739o
59563.532457  13.740  0.004 11587   47 o  0 277.17 123.84754 -38.98983  7217.20  6952.09 3.05 2.87 -68.4 -0.462 18.58 19.52 01a59563o0761o
59565.610454  13.826  0.032 10706  343 o  0   3.78 123.84754 -38.98983  3337.95  9184.23 2.60 2.34  38.9 -0.402 16.77 17.17 02a59565o0310o
59565.613676  14.050  0.120  8707 1046 o  0   1.40 123.84754 -38.98983  3316.89  9143.28 2.58 2.32  41.1 -0.431 16.81 17.20 02a59565o0317o
59565.619255  13.919  0.117  9830 1147 o  0   1.56 123.84754 -38.98983  3376.37  9223.73 2.45 2.29  50.2 -0.434 16.49 16.83 02a59565o0329o
59565.630330  13.852  0.043 10448  449 o  0   3.85 123.84754 -38.98983  3399.49  9107.49 2.34 2.22  58.0 -0.436 17.48 18.11 02a59565o0353o
59569.543111  13.713  0.016 11880  185 o  0  20.84 123.84754 -38.98983  3330.47  9179.47 2.31 2.29  67.1 -0.433 17.49 17.63 02a59569o0401o
59569.546312  13.774  0.026 11230  290 o  0   8.45 123.84754 -38.98983  3311.74  9143.63 2.28 2.24 -86.4 -0.452 17.15 17.29 02a59569o0408o
59569.552713  13.963  0.116  9434 1091 o  0   2.24 123.84754 -38.98983  3372.97  9221.45 2.44 2.33 -76.3 -0.461 16.16 16.36 02a59569o0422o
59569.562774  13.802  0.200 10948 2191 o  0   1.42 123.84754 -38.98983  3396.46  9105.08 2.24 2.10  44.9 -0.497 15.21 15.08 02a59569o0444o
59585.518290  14.791  0.006  4403   26 c  0 297.95 123.84754 -38.98983  7329.86  9001.86 2.89 2.64  47.4 -0.391 19.30 21.02 02a59585o0560c
59585.521500  14.798  0.006  4374   26 c  0 316.53 123.84754 -38.98983  7310.31  8964.91 2.87 2.59  44.3 -0.394 19.27 21.02 02a59585o0567c
59585.528360  14.792  0.006  4399   27 c  0 279.22 123.84754 -38.98983  7371.31  9043.51 2.78 2.72  71.7 -0.398 19.26 21.02 02a59585o0582c
59585.538441  14.839  0.006  4210   26 c  0 397.19 123.84754 -38.98983  7391.92  8927.06 2.74 2.54  50.8 -0.404 19.33 21.03 02a59585o0604c
59589.516737  14.951  0.053  3799  200 c  0   2.46 123.84754 -38.98983  7673.73  5418.24 2.80 2.49  56.3 -0.407 16.32 18.11 02a59589o0503c
59589.519940  14.966  0.061  3748  230 c  0   1.96 123.84754 -38.98983  7654.28  5381.20 2.81 2.49  61.0 -0.407 16.33 18.07 02a59589o0510c
59589.526827  14.970  0.062  3732  233 c  0   1.93 123.84754 -38.98983  7712.47  5457.35 2.73 2.46  61.4 -0.417 16.35 18.06 02a59589o0525c
59589.537845  14.880  0.052  4054  213 c  0   1.87 123.84754 -38.98983  7732.92  5342.86 2.82 2.57  76.4 -0.430 16.46 18.24 02a59589o0549c
59591.446525  13.906  0.004  9941   43 o  0 206.75 123.84754 -38.98983  9341.91  7335.31 3.29 3.07 -79.6 -0.425 18.68 19.77 01a59591o0535o
59591.448368  13.911  0.004  9896   41 o  0 223.19 123.84754 -38.98983  9322.19  7297.02 3.38 3.20 -82.8 -0.429 18.63 19.76 01a59591o0539o
59591.451146  13.898  0.004 10018   42 o  0 152.15 123.84754 -38.98983  9383.94  7371.54 3.53 3.33 -86.9 -0.424 18.60 19.76 01a59591o0545o
59591.456213  13.900  0.004 10004   42 o  0 169.72 123.84754 -38.98983  9403.06  7252.71 3.43 3.24  68.0 -0.395 18.60 19.77 01a59591o0556o
59595.423059  13.917  0.005  9849   51 o  0  63.18 123.84754 -38.98983  9479.84  9279.99 3.47 3.25  61.3 -0.368 18.22 18.98 01a59595o0501o
59595.426284  13.942  0.005  9620   51 o  0  94.95 123.84754 -38.98983  9455.46  9242.07 3.22 3.00 -77.6 -0.395 18.25 18.98 01a59595o0508o
59595.431389  13.994  0.005  9168   45 o  0 185.10 123.84754 -38.98983  9520.13  9317.82 3.12 2.86 -72.2 -0.414 18.38 18.99 01a59595o0519o
59595.441993  13.930  0.006  9729   55 o  0  78.71 123.84754 -38.98983  9540.57  9197.12 3.10 2.94  57.8 -0.399 18.35 19.01 01a59595o0542o
59599.414667  14.053  0.005  8688   48 o  0 111.87 123.84754 -38.98983  9477.77  9279.08 3.18 2.95 -79.0 -0.413 18.37 19.12 01a59599o0481o
59599.420657  14.022  0.006  8939   51 o  0  91.24 123.84754 -38.98983  9459.52  9240.37 3.11 2.92 -80.2 -0.415 18.38 19.13 01a59599o0494o
59599.423879  14.046  0.005  8738   44 o  0 121.66 123.84754 -38.98983  9521.42  9315.18 3.17 2.99  52.2 -0.404 18.41 19.14 01a59599o0501o
59599.436035  14.045  0.006  8751   51 o  0  83.74 123.84754 -38.98983  9542.94  9194.55 3.08 2.93  83.8 -0.416 18.41 19.16 01a59599o0527o
59601.444622  14.029  0.006  8880   51 o  0 108.47 123.84754 -38.98983  1342.69   967.74 3.34 2.69 -52.4 -0.457 18.69 19.50 02a59601o0434o
59601.447826  14.097  0.005  8338   41 o  0 399.63 123.84754 -38.98983  1323.87   927.96 3.13 2.32 -54.7 -0.459 18.79 19.50 02a59601o0441o
59601.454229  14.105  0.005  8276   41 o  0 365.84 123.84754 -38.98983  1382.18  1007.88 3.16 2.35 -54.3 -0.457 18.76 19.52 02a59601o0455o
59601.464749  14.114  0.005  8212   40 o  0 395.38 123.84754 -38.98983  1402.58   891.39 3.04 2.27 -54.5 -0.464 18.77 19.53 02a59601o0478o
59603.442797  14.027  0.004  8899   33 o  0 504.02 123.84754 -38.98983  4771.66  5074.49 3.11 3.06   3.8 -0.406 18.95 20.31 01a59603o0505o
59603.446020  14.029  0.004  8876   34 o  0 540.66 123.84754 -38.98983  4793.88  5112.68 3.01 3.00  -3.1 -0.412 18.99 20.29 01a59603o0512o
59603.451545  14.039  0.004  8797   34 o  0 490.09 123.84754 -38.98983  4737.04  5037.44 3.10 3.07 -37.6 -0.412 18.93 20.24 01a59603o0524o
59603.461685  14.058  0.004  8648   35 o  0 526.72 123.84754 -38.98983  4725.43  5154.94 3.01 2.96   0.2 -0.423 18.89 20.16 01a59603o0546o
